Case #1:
1, 2
2, 3
3, 2
4, 3
5, 3
6, 2
7, 3
8, 2
9, 3
10, 3
11, 2
12, 3
13, 3
14, 2
15, 3
16, 2
17, 3
18, 3
19, 2
20, 3
21, 2
22, 3
23, 3
24, 2
25, 3
26, 3
27, 2
28, 3
29, 2
30, 3
31, 3
32, 2
33, 3
34, 3
35, 2
36, 3
37, 2
38, 3
39, 3
40, 2
41, 3
42, 2
43, 3
44, 3
45, 2
46, 3
47, 3
48, 2
49, 3
50, 2
51, 3
52, 3
53, 2
54, 3
55, 2
56, 3
57, 3
58, 2
59, 3
60, 3
61, 2
62, 3
63, 2
64, 3
65, 3
66, 2
67, 3
68, 3
69, 2
70, 3
71, 2
